id,description,en
countries.VGB,,British Virgin Islands
countries.VIR,,United States Virgin Islands
countries.VNM,,Viet Nam
countries.VUT,,Vanuatu
countries.WLF,,Wallis and Futuna Islands
countries.WSM,,Samoa
countries.YEM,,Yemen
countries.ZAF,,South Africa
countries.ZMB,,Zambia
countries.ZWE,,Zimbabwe
dashboard.completenessTitle,Completeness title,Completeness Dashboard
dashboard.exportTitle,Export title,Export
dashboard.registrationsTitle,Registrations title,Registrations Dashboard
dashboard.registryTitle,Registry title,Registry
dashboard.statisticsTitle,Statistics title,Statistics
duplicates.button.markAsDuplicate,Mark as duplicate button text,Mark as duplicate
duplicates.button.notDuplicate,Not a duplicate button text,Not a duplicate
duplicates.compare.supportingDocuments,Supporting documents header for duplicates comparison,Supporting documents
duplicates.compare.title,Duplicate compare page title message,Review {actualTrackingId} against {duplicateTrackingId}
duplicates.content.duplicateDropdownMessage,Selecting from the duplicate trackingIds,Duplicate of
duplicates.content.header,Declaration details header of two duplicate ones,Declaration details
duplicates.content.markAsDuplicate,Mark as duplicate content confirmation title message,Mark {trackingId} as duplicate?
duplicates.content.markAsDuplicateReason,Review page header for duplicates declarations,Please describe your reason
duplicates.content.notDuplicateConfirmationTitle,Not a duplicate content confirmation title message,Are you sure {name} ({trackingId}) is not duplicate?
duplicates.content.registeredAt,Encoded at label for duplicates comparison,Encoded at
duplicates.content.registeredBy,Encoded by label for duplicates comparison,Encoded by
duplicates.content.subtitle,Duplicates content subtitle message,"This record was flagged as a potential duplicate of: {trackingIds}. Please review these by clicking on each tracking ID in the tab section to view a side-by-side comparison below, and confirm if this record is a duplicate"
duplicates.content.title,Duplicates content title message,Is {name} ({trackingId}) a duplicate?
duplicates.review.header,Review page header for duplicates declarations,Potential {event} duplicate review
duplicates.warning,The warning message shown when a declaration has potential duplicates,Potential duplicate of record {trackingId}
email.label.confirmation,Confirmation email address message,A verification code has been sent to {email}
error.child.weightAtBirth.invalidNumberRange,This is the error message for invalid number range,Must be within 0 and 6
error.code,Error code,401
error.draftFailed,Tips for failed declarations,This is some messaging on advicing the user on what to do... in the event of a failed declaration.
error.invalidInput,Error message when generic field is invalid,Invalid input
error.invalidName,This is the error message for invalid name,"Input contains invalid characters. Please use only letters (a-z, A-Z), numbers (0-9), hyphens (-) and apostrophes(')"
error.occurred,The error message that displays if we want the user to try the action again,An error occurred. Please try again.
error.page.load.failed,Error message when page failed to load,"Sorry, we couldn't load the content for this page"
error.passwordSubmissionError,Error message when password verification fails,Sorry that password did not work
error.required.password,New password required,New password is not valid
error.search,The error message shown when a search query fails,An error occurred while searching
error.searchParamCountError,Error message when the search parameters are less than two,You must select a minimum of 2 search criteria
error.somethingWentWrong,Error description,Something went wrong.
error.title,Error title,Oops!
error.title.unauthorized,Error title unauthorized,Unauthorized!
error.userListError,Error message when user list loads fails,Failed to load users
error.weAreTryingToFixThisError,Error description,This page could not be found
errors.notAssigned,User not assigned error toast message,You've been unassigned from the event
errors.somethingWentWrong,Error toast message for general errors,Something went wrong. Please try again
event.action.declare.form.section.person.field.age.error,Error message for invalid age,Age must be between 12 and 120
event.action.notAvailableForEvent,Shown when user tries to perform an action that is not available for the event,The action you're trying to perform is not available for this event anymore
event.action.outbox-retry.label,Label for retry button for outbox,Retry
event.action.review-correction.label,Label for review correction button in dropdown menu,Review
event.birth.action.archive.label,Label for archive record button in dropdown menu,Archive
event.birth.action.certificate.form.section.collectPayment.data.label,Title for the data section,Payment details
event.birth.action.certificate.form.section.collectPayment.fee.label,Title for the data entry,Fee
event.birth.action.certificate.form.section.collectPayment.service.label,Title for the data entry,Service
event.birth.action.certificate.form.section.collectPayment.service.label.afterLateRegistrationTarget,Birth registration after 365 days of date of birth,Birth registration after 365 days of date of birth
event.birth.action.certificate.form.section.collectPayment.service.label.beforeRegistrationTarget,Birth registration before 30 days of date of birth,Birth registration before 30 days of date of birth
event.birth.action.certificate.form.section.collectPayment.service.label.inBetweenRegistrationTargets,Birth registration after 30 days but before 365 days of date of birth,Birth registration after 30 days but before 365 days of date of birth
event.birth.action.certificate.form.section.verifyIdentity.data.label,Label for identity verification data block,Identity details
event.birth.action.collect-certificate.label,This is shown as the action name anywhere the user can trigger the action from,Print
event.birth.action.correction.form.section.requester.identity.verify.title,This is the title of the section,Verify their identity
event.birth.action.declare.form.label,This is what this form is referred as in the system,Birth decalration form
event.birth.action.declare.form.review.comment.label,Label for the comment field in the review section,Comment
event.birth.action.declare.form.review.signature.label,Label for the signature field in the review section,Signature of informant
event.birth.action.declare.form.review.title,Title of the form to show in review page,"{child.name.firstname, select, __EMPTY__ {{child.name.surname, select, __EMPTY__ {Birth declaration} other {Birth declaration for {child.name.surname}}}} other {{child.name.surname, select, __EMPTY__ {Birth declaration for {child.name.firstname}} other {Birth declaration for {child.name.firstname} {child.name.surname}}}}}"
event.birth.action.declare.form.section.child.field.attendantAtBirth.label,This is the label for the field,Attendant at birth
event.birth.action.declare.form.section.child.field.birthLocation.label,This is the label for the field,Location of birth
event.birth.action.declare.form.section.child.field.birthType.label,This is the label for the field,Type of birth
event.birth.action.declare.form.section.child.field.dob.error,This is the error message for invalid date,Must be a valid birth date
event.birth.action.declare.form.section.child.field.dob.label,This is the label for the field,Date of birth
event.birth.action.declare.form.section.child.field.gender.label,This is the label for the field,Sex
event.birth.action.declare.form.section.child.field.name.label,This is the label for the field,Child's name
event.birth.action.declare.form.section.child.field.placeOfBirth.label,This is the label for the field,Place of delivery
event.birth.action.declare.form.section.child.field.weightAtBirth.label,This is the label for the field,Weight at birth
event.birth.action.declare.form.section.child.field.weightAtBirth.postfix,This is the postfix for the weight field,Kilograms (kg)
event.birth.action.declare.form.section.documents.field.proofOfBirth.label,This is the label for the field,Proof of birth
event.birth.action.declare.form.section.documents.field.proofOfFather.label,This is the label for the field,Proof of father's ID
event.birth.action.declare.form.section.documents.field.proofOfMother.label,This is the label for the field,Proof of mother's ID
event.birth.action.declare.form.section.documents.field.proofOther.label,This is the label for the field,Other
event.birth.action.declare.form.section.father.field.address.addressSameAs.label,This is the label for the field,Same as mother's usual place of residence?
event.birth.action.declare.form.section.father.field.age.label,This is the label for the field,Age of father
event.birth.action.declare.form.section.father.field.name.label,This is the label for the field,Father's name
event.birth.action.declare.form.section.father.field.reason.label,This is the label for the field,Reason
event.birth.action.declare.form.section.informant.field.age.label,This is the label for the field,Age of informant
event.birth.action.declare.form.section.informant.field.email.label,This is the label for the field,Email
event.birth.action.declare.form.section.informant.field.name.label,This is the label for the field,Informant's name
event.birth.action.declare.form.section.informant.field.other.relation.label,This is the label for the field,Relationship to child
event.birth.action.declare.form.section.informant.field.phoneNo.error,The error message that appears on phone numbers where the first two characters must be a 01 and length must be 11,Must be a valid 10 digit number that starts with 0(7|9)
event.birth.action.declare.form.section.informant.field.phoneNo.label,This is the label for the field,Phone number
event.birth.action.declare.form.section.informant.field.relation.label,This is the label for the field,Relationship to child
event.birth.action.declare.form.section.mother.field.age.label,This is the label for the field,Age of mother
event.birth.action.declare.form.section.mother.field.name.label,This is the label for the field,Mother's name
event.birth.action.declare.form.section.mother.field.previousBirths.label,This is the label for the field,No. of previous births
event.birth.action.declare.form.section.mother.field.reason.label,This is the label for the field,Reason
event.birth.action.declare.form.section.person.field.address.label,This is the label for the field,Usual place of residence
event.birth.action.declare.form.section.person.field.addressHelper.label,This is the label for the field,Usual place of residence
event.birth.action.declare.form.section.person.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown
event.birth.action.declare.form.section.person.field.age.postfix,This is the postfix for age field,years
event.birth.action.declare.form.section.person.field.brn.label,This is the label for the field,ID Number
event.birth.action.declare.form.section.person.field.dob.error,This is the error message for invalid date,Must be a valid birth date
event.birth.action.declare.form.section.person.field.dob.label,This is the label for the field,Date of birth
event.birth.action.declare.form.section.person.field.educationalAttainment.label,This is the label for the field,Level of education
event.birth.action.declare.form.section.person.field.idType.label,This is the label for the field,Type of ID
event.birth.action.declare.form.section.person.field.maritalStatus.label,This is the label for the field,Marital Status
event.birth.action.declare.form.section.person.field.nationality.label,This is the label for the field,Nationality
event.birth.action.declare.form.section.person.field.nid.label,This is the label for the field,ID Number
event.birth.action.declare.form.section.person.field.occupation.label,This is the label for the field,Occupation
event.birth.action.declare.form.section.person.field.passport.label,This is the label for the field,ID Number
event.birth.action.declare.label,This is shown as the action name anywhere the user can trigger the action from,Encode
event.birth.action.delete.label,Label for delete button in dropdown menu,Delete
event.birth.action.form.section.collector.other.field.name.label,This is the label for the name field of OTHER collector,Collector's name
event.birth.action.mark-as-duplicate.label,Label for review potential duplicate button in dropdown menu,Review
event.birth.action.register.label,Label for review record button in dropdown menu,Register
event.birth.action.request-correction.label,This is shown as the action name anywhere the user can trigger the action from,Correct record
event.birth.action.validate.label,This is shown as the action name anywhere the user can trigger the action from,Review
event.birth.label,This is what this event is referred as in the system,Birth
event.birth.summary.child.dob.empty,Label for date of birth not available,No date of birth
event.birth.summary.child.placeOfBirth.empty,Label for place of birth not available,No place of birth
event.birth.summary.child.placeOfBirth.label,Label for place of birth,Place of birth
event.birth.summary.informant.contact.empty,This is shown when there is no informant information,No contact details provided
event.birth.summary.informant.contact.label,This is the label for the informant information,Contact
event.birth.summary.informant.contact.value,This is the contact value of the informant,{informant.phoneNo} {informant.email}
event.birth.title,This is the title of the summary,{child.name.firstname} {child.name.surname}
event.death.action.Read.label,This is shown as the action name anywhere the user can trigger the action from,Read
event.death.action.certificate.form.cancel,This is the label for the verification cancellation button,Identity does not match
event.death.action.certificate.form.cancel.confirmation.body,This is the body for the verification cancellation modal,"Please be aware that if you proceed, you will be responsible for issuing a certificate without the necessary proof of ID from the collector"
event.death.action.certificate.form.cancel.confirmation.title,This is the title for the verification cancellation modal,Print without proof of ID?
event.death.action.certificate.form.label,This is what this form is referred as in the system,Death certificate collector
event.death.action.certificate.form.section.collectPayment.data.label,Title for the data section,Payment details
event.death.action.certificate.form.section.collectPayment.fee.label,Title for the data entry,Fee
event.death.action.certificate.form.section.collectPayment.service.label,Title for the data entry,Service
event.death.action.certificate.form.section.collectPayment.service.label.afterRegistrationTarget,Death registration after 45 days of date of death message,Death registration after 45 days of date of death
event.death.action.certificate.form.section.collectPayment.service.label.beforeRegistrationTarget,Death registration before 45 days of date of death message,Death registration before 45 days of date of death
event.death.action.certificate.form.section.requester.label,This is the label for the field,Requester
event.death.action.certificate.form.section.requester.other.label,This is the label for the field,Print and issue to someone else
event.death.action.certificate.form.section.requester.printInAdvance.label,This is the label for the field,Print in advance
event.death.action.certificate.form.section.requester.spouse.label,This is the label for the field,Print and issue to Spouse
event.death.action.certificate.form.section.verifyIdentity.data.label,Label for identity verification data block,Identity details
event.death.action.certificate.form.section.who.title,This is the title of the section,Certify record
event.death.action.certificate.form.verify,This is the label for the verification button,Verified
event.death.action.collect-certificate.label,This is shown as the action name anywhere the user can trigger the action from,Print certificate
event.death.action.correction.documents.supportingDocs.affidavit.label,Label for the affidavit option,Affidavit
event.death.action.correction.documents.supportingDocs.courtDocument.label,Label for the court document option,Court Document
event.death.action.correction.documents.supportingDocs.label,Label for the supporting documents field,Supporting documents
event.death.action.correction.documents.supportingDocs.other.label,Label for the other option,Other
event.death.action.correction.fees.amount.label,Label for the amount field,Fee total
event.death.action.correction.fees.amount.prefix,Prefix for the amount field,$
event.death.action.correction.form.cancel,This is the label for the verification cancellation button,Identity does not match
event.death.action.correction.form.cancel.confirmation.body,This is the body for the verification cancellation modal,"Please be aware that if you proceed, you will be responsible for making a change to this record without the necessary proof of identification"
event.death.action.correction.form.cancel.confirmation.title,This is the title for the verification cancellation modal,Correct without proof of ID?
event.death.action.correction.form.label,This is the label for the death correction form,Correct record
event.death.action.correction.form.requester.type.daughter,This is the label for the correction requester field,Daughter
event.death.action.correction.form.requester.type.daughterInLaw,This is the label for the correction requester field,Daughter-in-law
event.death.action.correction.form.requester.type.father,This is the label for the correction requester field,Father
event.death.action.correction.form.requester.type.granddaughter,This is the label for the correction requester field,Granddaughter
event.death.action.correction.form.requester.type.grandson,This is the label for the correction requester field,Grandson
event.death.action.correction.form.requester.type.mother,This is the label for the correction requester field,Mother
event.death.action.correction.form.requester.type.other,This is the label for the correction requester field,Other
event.death.action.correction.form.requester.type.son,This is the label for the correction requester field,Son
event.death.action.correction.form.requester.type.sonInLaw,This is the label for the correction requester field,Son-in-law
event.death.action.correction.form.requester.type.spouse,This is the label for the correction requester field,Spouse
event.death.action.correction.form.section.details.divider.label,This is the title of the section,
event.death.action.correction.form.section.details.title,This is the title of the section,Correction details
event.death.action.correction.form.section.fees.title,This is the title of the section,Collect fees
event.death.action.correction.form.section.reason.title,This is the title of the section,Reason for correction
event.death.action.correction.form.section.requester.brn.label,This is the label for the field,ID Number
event.death.action.correction.form.section.requester.father.label,This is the label for the field,Father
event.death.action.correction.form.section.requester.idType.label,This is the label for the field,Type of ID
event.death.action.correction.form.section.requester.identity.verify.title,This is the title of the section,Verify their identity
event.death.action.correction.form.section.requester.label,This is the label for the field,Requester
event.death.action.correction.form.section.requester.mother.label,This is the label for the field,Mother
event.death.action.correction.form.section.requester.name.label,This is the label for the field,Name
event.death.action.correction.form.section.requester.nid.label,This is the label for the field,ID Number
event.death.action.correction.form.section.requester.passport.label,This is the label for the field,ID Number
event.death.action.correction.form.section.requester.relationship.label,This is the label for the field,Relationship to child
event.death.action.correction.form.section.requester.relationship.placeholder,This is the placeholder for the field,eg. Grandmother
event.death.action.correction.form.section.supporting-documents.title,This is the title of the section,Upload supporting documents
event.death.action.correction.form.section.verifyIdentity.data.label,Title for the data section,
event.death.action.correction.form.verify,This is the label for the verification button,Verified
event.death.action.correction.reason.option.clericalError.label,Label for the clerical error option,Myself or an agent made a mistake (Clerical error)
event.death.action.correction.reason.option.judicialOrder.label,Label for the judicial order option,Requested to do so by the court (Judicial order)
event.death.action.correction.reason.option.materialError.label,Label for the material error option,Informant provided incorrect information (Material error)
event.death.action.correction.reason.option.materialOmission.label,Label for the material omission option,Informant did not provide this information (Material omission)
event.death.action.correction.reason.option.other.label,Label for the other option,Other
event.death.action.correction.reason.other.label,Label for the reason,Specify reason
event.death.action.declare.form.label,This is what this form is referred as in the system,Death declaration form
event.death.action.declare.form.nid.unique,This is the error message for non-unique ID Number,National id must be unique
event.death.action.declare.form.review.comment.label,Label for the comment field in the review section,Comment
event.death.action.declare.form.review.signature.label,Label for the signature field in the review section,Signature of informant
event.death.action.declare.form.review.title,Title of the form to show in review page,"{deceased.name.firstname, select, __EMPTY__ {{deceased.name.surname, select, __EMPTY__ {Death declaration} other {Death declaration for {deceased.name.surname}}}} other {{deceased.name.surname, select, __EMPTY__ {Death declaration for {deceased.name.firstname}} other {Death declaration for {deceased.name.firstname} {deceased.name.surname}}}}}"
event.death.action.declare.form.section.deceased.field.address.label,This is the label for the field,Usual place of residence
event.death.action.declare.form.section.deceased.field.addressHelper.label,This is the label for the field,Usual place of residence
event.death.action.declare.form.section.deceased.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown
event.death.action.declare.form.section.deceased.field.age.error,Error message for invalid age,Age must be between 0 and 120
event.death.action.declare.form.section.deceased.field.age.label,This is the label for the field,Age
event.death.action.declare.form.section.deceased.field.age.postfix,This is the postfix for age field,years
event.death.action.declare.form.section.deceased.field.deathLocation.label,This is the label for the field,Health Institution
event.death.action.declare.form.section.deceased.field.deathLocationOther.label,This is the label for the field,Death location address
event.death.action.declare.form.section.deceased.field.dob.error,This is the error message for invalid date,Must be a valid Birthdate
event.death.action.declare.form.section.deceased.field.dob.error.laterThanDeath,This is the error message for date of birth later than date of death,Date of birth must be before the date of death
event.death.action.declare.form.section.deceased.field.dob.label,This is the label for the field,Date of birth
event.death.action.declare.form.section.deceased.field.gender.label,This is the label for the field,Sex
event.death.action.declare.form.section.deceased.field.maritalStatus.label,This is the label for the field,Marital Status
event.death.action.declare.form.section.deceased.field.name.label,This is the label for the field,Deceased's name
event.death.action.declare.form.section.deceased.field.numberOfDependants.label,This is the label for the field,No. of dependants
event.death.action.declare.form.section.deceased.field.placeOfDeath.label,This is the label for the field,Place of death
event.death.action.declare.form.section.documents.field.proofOfCauseOfDeath.label,This is the label for the field,Proof of cause of death
event.death.action.declare.form.section.documents.field.proofOfDeath.label,This is the label for the field,Proof of death of deceased
event.death.action.declare.form.section.documents.field.proofOfDeceased.label,This is the label for the field,Proof of deceased's ID
event.death.action.declare.form.section.documents.field.proofOfInformant.label,This is the label for the field,Proof of informant's ID
event.death.action.declare.form.section.event.field.addressHelper.label,This is the label for the field,Place of death
event.death.action.declare.form.section.event.field.causeOfDeath.label,This is the label for the field,Cause of death has been established
event.death.action.declare.form.section.event.field.date.error,This is the error message for invalid date,Must be a valid date
event.death.action.declare.form.section.event.field.date.error.beforeBirth,This is the error message for date of death before date of birth,Date of death must be after the deceased's birth date
event.death.action.declare.form.section.event.field.date.label,This is the label for the field,Date of death
event.death.action.declare.form.section.event.field.description.label,Description of cause of death by lay person or verbal autopsy,Description
event.death.action.declare.form.section.event.field.manner.label,This is the label for the field,Manner of death default for Iris ICD10
event.death.action.declare.form.section.event.field.reason.label,This is the label for the field,Reason for late registration
event.death.action.declare.form.section.event.field.sourceCauseDeath.label,This is the label for the field,Source of cause of death
event.death.action.declare.form.section.informant.field.address.addressSameAs.label,This is the label for the field,Same as deceased's usual place of residence?
event.death.action.declare.form.section.informant.field.address.label,This is the label for the field,Usual place of residence
event.death.action.declare.form.section.informant.field.addressHelper.label,This is the label for the field,Usual place of residence
event.death.action.declare.form.section.informant.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown
event.death.action.declare.form.section.informant.field.age.label,This is the label for the field,Age of informant
event.death.action.declare.form.section.informant.field.age.postfix,This is the postfix for age field,years
event.death.action.declare.form.section.informant.field.brn.label,This is the label for the field,ID Number
event.death.action.declare.form.section.informant.field.dob.error,This is the error message for invalid date,Must be a valid Birthdate
event.death.action.declare.form.section.informant.field.dob.label,This is the label for the field,Date of birth
event.death.action.declare.form.section.informant.field.email.label,This is the label for the field,Email
event.death.action.declare.form.section.informant.field.idType.label,This is the label for the field,Type of ID
event.death.action.declare.form.section.informant.field.name.label,This is the label for the field,Informant's name
event.death.action.declare.form.section.informant.field.nationality.label,This is the label for the field,Nationality
event.death.action.declare.form.section.informant.field.nid.label,This is the label for the field,ID Number
event.death.action.declare.form.section.informant.field.other.relation.label,This is the label for the field,Relationship to deceased
event.death.action.declare.form.section.informant.field.passport.label,This is the label for the field,ID Number
event.death.action.declare.form.section.informant.field.phoneNo.error,The error message that appears on phone numbers where the first two characters must be 07 or 09 and length must be 10,Must be a valid 10 digit number that starts with 0(7|9)
event.death.action.declare.form.section.informant.field.phoneNo.label,This is the label for the field,Phone number
event.death.action.declare.form.section.informant.field.relation.label,This is the label for the field,Informant type
event.death.action.declare.form.section.person.field.brn.label,This is the label for the field,ID Number
event.death.action.declare.form.section.person.field.idType.label,This is the label for the field,Type of ID
event.death.action.declare.form.section.person.field.nationality.label,This is the label for the field,Nationality
event.death.action.declare.form.section.person.field.nid.label,This is the label for the field,ID Number
event.death.action.declare.form.section.person.field.passport.label,This is the label for the field,ID Number
event.death.action.declare.form.section.spouse.field.address.addressSameAs.label,This is the label for the field,Same as deceased's usual place of residence?
event.death.action.declare.form.section.spouse.field.address.label,This is the label for the field,Usual place of residence
event.death.action.declare.form.section.spouse.field.addressHelper.label,This is the label for the field,Usual place of residence
event.death.action.declare.form.section.spouse.field.age.checkbox.label,This is the label for the field,Exact date of birth unknown
event.death.action.declare.form.section.spouse.field.age.label,This is the label for the field,Age of spouse
event.death.action.declare.form.section.spouse.field.age.postfix,This is the postfix for age field,years
event.death.action.declare.form.section.spouse.field.brn.label,This is the label for the field,ID Number
event.death.action.declare.form.section.spouse.field.detailsNotAvailable.label,This is the label for the field,Spouse's details are not available
event.death.action.declare.form.section.spouse.field.dob.error,This is the error message for invalid date,Must be a valid Birthdate
event.death.action.declare.form.section.spouse.field.dob.label,This is the label for the field,Date of birth
event.death.action.declare.form.section.spouse.field.idType.label,This is the label for the field,Type of ID
event.death.action.declare.form.section.spouse.field.name.label,This is the label for the field,Spouse's name
event.death.action.declare.form.section.spouse.field.nationality.label,This is the label for the field,Nationality
event.death.action.declare.form.section.spouse.field.nid.label,This is the label for the field,ID Number
event.death.action.declare.form.section.spouse.field.passport.label,This is the label for the field,ID Number
event.death.action.declare.form.section.spouse.field.reason.label,This is the label for the field,Reason
event.death.action.declare.label,This is shown as the action name anywhere the user can trigger the action from,Encode
event.death.action.form.section.alienNumberDetails.label,Field for entering Alien Number details,Alien Number
event.death.action.form.section.brn.label,Field for entering Birth Registration Number,Birth Registration Number
event.death.action.form.section.collector.other.field.name.label,This is the label for the name field of OTHER collector,Collector's name
event.death.action.form.section.drivingLicenseDetails.label,Field for entering Driving License details,Drivers License
event.death.action.form.section.idNumberOther.label,Field for entering ID Number if Other is selected,ID Number
event.death.action.form.section.idType.alienNumber.label,Option for selecting Alien Number as the ID type,Alien Number
event.death.action.form.section.idType.brn.label,Option for selecting Birth Registration Number as the ID type,Birth Registration Number
event.death.action.form.section.idType.drivingLicense.label,Option for selecting Driving License as the ID type,Drivers License
event.death.action.form.section.idType.label,This is the label for selecting the type of ID,Type of ID
event.death.action.form.section.idType.nid.label,Option for selecting National ID as the ID type,National ID
event.death.action.form.section.idType.noId.label,Option for selecting No ID as the ID type,No ID available
event.death.action.form.section.idType.other.label,Option for selecting Other as the ID type,Other
event.death.action.form.section.idType.passport.label,Option for selecting Passport as the ID type,Passport
event.death.action.form.section.idType.refugeeNumber.label,Option for selecting Refugee Number as the ID type,Refugee Number
event.death.action.form.section.idTypeOther.label,Field for entering ID type if Other is selected,Other type of ID
event.death.action.form.section.nid.label,Field for entering ID Number,National ID
event.death.action.form.section.passportDetails.label,Field for entering Passport details,Passport
event.death.action.form.section.refugeeNumberDetails.label,Field for entering Refugee Number details,Refugee Number
event.death.action.form.section.relationshipToDeceased.label,This is the label for the relationship to deceased field,Relationship to deceased
event.death.action.form.section.signedAffidavit.fileName,This is the label for the file name,Signed Affidavit
event.death.action.form.section.signedAffidavit.label,This is the label for uploading a signed affidavit,Signed Affidavit (Optional)
event.death.action.register.label,This is shown as the action name anywhere the user can trigger the action from,Send for processing
event.death.action.request-correction.label,This is shown as the action name anywhere the user can trigger the action from,Correct record
event.death.action.validate.label,This is shown as the action name anywhere the user can trigger the action from,Validate
event.death.label,This is what this event is referred as in the system,Medical Certificate of Cause of Death
event.death.summary.deceased.eventDate.empty,This is shown when there is no date of death information,No date of death
event.death.summary.eventDetails.deathLocation.empty,This is shown when there is no death location information,No place of death
event.death.summary.eventDetails.deathLocation.label,Label for place of death,Place of death
event.death.summary.eventDetails.dob.empty,This is shown when there is no dob information,No dob specified
event.death.summary.eventDetails.gender.empty,This is shown when there is no gender information,No gender specified
event.death.summary.eventDetails.placeOfDeath.label,Label for place of death,Place of death
event.death.summary.informant.contact.empty,This is shown when there is no informant information,No contact details provided
event.death.summary.informant.contact.label,This is the label for the informant information,Contact
event.death.summary.informant.contact.value,This is the contact value of the informant,{informant.phoneNo} {informant.email}
event.death.title,This is the title of the summary,{deceased.country}: {deceased.certificateKey}
event.default.action.certificate.template.type.label,Select certificate template,Type
event.default.action.certificate.template.type.notFound,Select certificate template options not found,"No template available for this event, contact Admin"
event.history.role,Label for the role in event history,"{role, select, MR_OFFICER {Medical Records Officer} CODING_OFFICER {Regional Coding Officer} HEALTH {Health integration} IMPORT {Import integration} NATIONAL_ID {National ID integration} RECORD_SEARCH {Record search integration} WEBHOOK {Webhook} other {Unknown}}"
event.history.system,Name for system initiated actions in the event history,System
event.history.systemDefaultName,Fallback for system integration name in the event history,System integration
event.not.downloaded,Shown when user tries to perform an action on event that is not available,Please ensure the event is first assigned and downloaded to the browser.
event.summary.assignedTo.empty,Not assigned message,Not assigned
event.summary.assignedTo.label,Assigned to label,Assigned to
event.summary.assignedTo.value,Assigned to value,{event.assignedTo}
event.summary.event.label,Label for the event field,Event
event.summary.flags.label,Flags of the event,Flags
event.summary.flags.placeholder,Message when no flags are present,No flags
event.summary.registrationNumber.empty,No registration number message,No registration number
event.summary.registrationNumber.label,Label for the registration number field,Internal reference number
event.summary.registrationNumber.value,Value for the registration number field,{event.registrationNumber}
event.summary.status.label,Label for the status field,Status
event.summary.status.value,Value for the status field,"{event.status, select, CREATED {Draft} NOTIFIED {Notified} VALIDATED {Validated} DRAFT {Draft} DECLARED {Sent for coding} REGISTERED {Encoded} CERTIFIED {Certified} REJECTED {Requires update} ARCHIVED {Archived} MARKED_AS_DUPLICATE {Marked as a duplicate} MARK_AS_NOT_DUPLICATE {Marked not a duplicate} other {Unknown}}"
event.summary.trackingId.empty,Message when tracking ID is empty,No tracking ID
event.summary.trackingId.label,Label for the tracking ID field,Tracking ID
event.summary.trackingId.value,Value for the tracking ID field,{event.trackingId}
event.tennis-club-membership.action.certificate.form.label,This is what this form is referred as in the system,Tennis club membership certificate collector
event.tennis-club-membership.action.certificate.form.section.requester.informant.label,This is the label for the field,Print and issue Informant
event.tennis-club-membership.action.certificate.form.section.requester.label,This is the label for the field,Requester
event.tennis-club-membership.action.certificate.form.section.requester.other.label,This is the label for the field,Print and issue someone else
event.tennis-club-membership.action.certificate.form.section.requester.printInAdvance.label,This is the label for the field,Print in advance
event.tennis-club-membership.action.certificate.form.section.who.title,This is the title of the section,Print certified copy
event.tennis-club-membership.action.collect-certificate.label,This is shown as the action name anywhere the user can trigger the action from,Print certificate
event.tennis-club-membership.action.declare.form.label,This is what this form is referred as in the system,Tennis club membership application
event.tennis-club-membership.action.declare.form.review.title,Title of the form to show in review page,"{applicant.name.firstname, select, __EMPTY__{{applicant.name.surname, select, __EMPTY__{Member declaration} other{Member declaration for {applicant.name.surname}}}} other{{applicant.name.surname, select, __EMPTY__{Member declaration for {applicant.name.firstname}} other{Member declaration for {applicant.name.firstname} {applicant.name.surname}}}}}"
event.tennis-club-membership.action.declare.form.section.recommender.field.firstname.label,This is the label for the field,Recommender's first name
event.tennis-club-membership.action.declare.form.section.recommender.field.id.label,This is the label for the field,Recommender's membership ID
event.tennis-club-membership.action.declare.form.section.recommender.field.none.label,This is the label for the field,No recommender
event.tennis-club-membership.action.declare.form.section.recommender.title,This is the title of the section,Who is recommending the applicant?
event.tennis-club-membership.action.declare.form.section.who.field.dob.error,This is the error message for invalid date,Must be a valid birth date
event.tennis-club-membership.action.declare.form.section.who.field.dob.label,This is the label for the field,Applicant's date of birth
event.tennis-club-membership.action.declare.form.section.who.field.image.label,This is the label for the field,Applicant's profile picture
event.tennis-club-membership.action.declare.form.section.who.field.name.label,This is the title for the name field,Name of applicant
event.tennis-club-membership.action.declare.form.section.who.title,This is the title of the section,Who is applying for the membership?
event.tennis-club-membership.action.declare.label,This is shown as the action name anywhere the user can trigger the action from,Send an application
event.tennis-club-membership.action.delete.label,This is shown as the action name anywhere the user can trigger the action from,Delete draft
event.tennis-club-membership.action.form.section.alienNumberDetails.label,Field for entering Alien Number details,Alien Number Details
event.tennis-club-membership.action.form.section.drivingLicenseDetails.label,Field for entering Driving License details,Driving License Details
event.tennis-club-membership.action.form.section.firstName.label,This is the label for the first name field,First Name
event.tennis-club-membership.action.form.section.idType.alienNumber.label,Option for selecting Alien Number as the ID type,Alien Number
event.tennis-club-membership.action.form.section.idType.drivingLicense.label,Option for selecting Driving License as the ID type,Driving License
event.tennis-club-membership.action.form.section.idType.label,This is the label for selecting the type of ID,Select Type of ID
event.tennis-club-membership.action.form.section.idType.noId.label,Option for selecting No ID as the ID type,No ID
event.tennis-club-membership.action.form.section.idType.other.label,Option for selecting Other as the ID type,Other
event.tennis-club-membership.action.form.section.idType.passport.label,Option for selecting Passport as the ID type,Passport
