code;label;terminal;underlyingCauseUse;usCreated;nonCreatedCode
X01;Exposure to uncontrolled fire, not in building or structure;1;1;0;
X02;Exposure to controlled fire in building or structure;1;1;0;
X03;Exposure to controlled fire, not in building or structure;1;1;0;
X04;Exposure to ignition of highly flammable material;1;1;0;
X05;Exposure to ignition or melting of nightwear;1;1;0;
X06;Exposure to ignition or melting of other clothing and apparel;1;1;0;
X08;Exposure to other specified smoke, fire and flames;1;1;0;
X09;Exposure to unspecified smoke, fire and flames;1;1;0;
X10;Contact with hot drinks, food, fats and cooking oils;1;1;0;
X11;Contact with hot tap-water;1;1;0;
X12;Contact with other hot fluids;1;1;0;
X13;Contact with steam and hot vapours;1;1;0;
X14;Contact with hot air and gases;1;1;0;
X15;Contact with hot household appliances;1;1;0;
X16;Contact with hot heating appliances, radiators and pipes;1;1;0;
X17;Contact with hot engines, machinery and tools;1;1;0;
X18;Contact with other hot metals;1;1;0;
X19;Contact with other and unspecified heat and hot substances;1;1;0;
X20;Contact with venomous snakes and lizards;1;1;0;
X21;Contact with venomous spiders;1;1;0;
X22;Contact with scorpions;1;1;0;
X23;Contact with hornets, wasps and bees;1;1;0;
X24;Contact with centipedes and venomous millipedes (tropical);1;1;0;
X25;Contact with other venomous arthropods;1;1;0;
X26;Contact with venomous marine animals and plants;1;1;0;
X27;Contact with other specified venomous animals;1;1;0;
X28;Contact with other specified venomous plants;1;1;0;
X29;Contact with unspecified venomous animal or plant;1;1;0;
X30;Exposure to excessive natural heat;1;1;0;
X31;Exposure to excessive natural cold;1;1;0;
X32;Exposure to sunlight;1;1;0;
X33;Victim of lightning;1;1;0;
X34;Victim of earthquake;0;0;0;
X340;Victim of cataclysmic earth movements caused by earthquake;1;1;0;
X341;Victim of tsunami;1;1;0;
X348;Victim of other specified effects of earthquake;1;1;0;
X349;Victim of unspecified effect of earthquake;1;1;0;
X35;Victim of volcanic eruption;1;1;0;
X36;Victim of avalanche, landslide and other earth movements;1;1;0;
X37;Victim of cataclysmic storm;1;1;0;
X38;Victim of flood;1;1;0;
X39;Exposure to other and unspecified forces of nature;1;1;0;
X40;Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics;1;1;0;
X41;Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified;1;1;0;
X42;Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified;1;1;0;
X43;Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system;1;1;0;
X44;Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances;1;1;0;
X45;Accidental poisoning by and exposure to alcohol;1;1;0;
X46;Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours;1;1;0;
X47;Accidental poisoning by and exposure to carbon monoxide and other gases and vapours;0;0;0;
X470;Accidental poisoning by and exposure to carbon monoxide from combustion engine exhaust ;1;1;0;
X471;Accidental poisoning by and exposure to carbon monoxide from utility gas;1;1;0;
X472;Accidental poisoning by and exposure to carbon monoxide from other domestic fuels;1;1;0;
X473;Accidental poisoning by and exposure to carbon monoxide from other sources;1;1;0;
X474;Accidental poisoning by carbon monoxide from unspecified sources;1;1;0;
X478;Accidental poisoning by other specified gases and vapours;1;1;0;
X479;Accidental poisoning by unspecified gases and vapours;1;1;0;
X48;Accidental poisoning by and exposure to pesticides;1;1;0;
X49;Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances;1;1;0;
X50;Overexertion and strenuous or repetitive movements;1;1;0;
X51;Travel and motion;1;1;0;
X52;Prolonged stay in weightless environment;1;1;0;
X53;Lack of food;1;1;0;
X54;Lack of water;1;1;0;
X57;Unspecified privation;1;1;0;
X58;Exposure to other specified factors;1;1;0;
X59;Exposure to unspecified factor;0;0;0;
X590;Exposure to unspecified factor causing fracture;1;1;0;
X599;Exposure to unspecified factor causing other and unspecified injury;1;1;0;
X60;Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics;1;1;0;
X61;Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified;1;1;0;
X62;Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified;1;1;0;
X63;Intentional self-poisoning by and exposure to other drugs acting on the autonomic nervous system;1;1;0;
X64;Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances;1;1;0;
X65;Intentional self-poisoning by and exposure to alcohol;1;1;0;
X66;Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours;1;1;0;
X67;Intentional self-poisoning by and exposure to carbon monoxide and other gases and vapours;0;0;0;
X670;Intentional self-poisoning by and exposure to carbon monoxide from combustion engine exhaust ;1;1;0;
X671;Intentional self-poisoning by and exposure to carbon monoxide from utility gas;1;1;0;
X672;Intentional self-poisoning by and exposure to carbon monoxide from other domestic fuels;1;1;0;
X673;Intentional self-poisoning by and exposure to carbon monoxide from other sources;1;1;0;
X674;Intentional self-poisoning by carbon monoxide from unspecified sources;1;1;0;
X678;Intentional self-poisoning by other specified gases and vapours;1;1;0;
X679;Intentional self-poisoning by unspecified gases and vapours;1;1;0;
X68;Intentional self-poisoning by and exposure to pesticides;1;1;0;
X69;Intentional self-poisoning by and exposure to other and unspecified chemicals and noxious substances;1;1;0;
X70;Intentional self-harm by hanging, strangulation and suffocation;1;1;0;
X71;Intentional self-harm by drowning and submersion;1;1;0;
X72;Intentional self-harm by handgun discharge;1;1;0;
X73;Intentional self-harm by rifle, shotgun and larger firearm discharge;1;1;0;
X74;Intentional self-harm by other and unspecified firearm discharge;1;1;0;
X75;Intentional self-harm by explosive material;1;1;0;
X76;Intentional self-harm by smoke, fire and flames;1;1;0;
X77;Intentional self-harm by steam, hot vapours and hot objects;1;1;0;
X78;Intentional self-harm by sharp object;1;1;0;
X79;Intentional self-harm by blunt object;1;1;0;
X80;Intentional self-harm by jumping from a high place;1;1;0;
X81;Intentional self-harm by jumping or lying before moving object;1;1;0;
X82;Intentional self-harm by crashing of motor vehicle;1;1;0;
X83;Intentional self-harm by other specified means;1;1;0;
X84;Intentional self-harm by unspecified means;1;1;0;
X85;Assault by drugs, medicaments and biological substances;1;1;0;
X86;Assault by corrosive substance;1;1;0;
X87;Assault by pesticides;1;1;0;
X88;Assault by carbon monoxide and other gases and vapours;0;0;0;
X880;Assault by carbon monoxide from combustion engine exhaust ;1;1;0;
X881;Assault by carbon monoxide from utility gas;1;1;0;
X882;Assault by carbon monoxide from other domestic fuels;1;1;0;
X883;Assault by carbon monoxide from other sources;1;1;0;
X884;Assault by carbon monoxide from unspecified sources;1;1;0;
X888;Assault by other specified gases and vapours;1;1;0;
X889;Assault by unspecified gases and vapours;1;1;0;
X89;Assault by other specified chemicals and noxious substances;1;1;0;
X90;Assault by unspecified chemical or noxious substance;1;1;0;
X91;Assault by hanging, strangulation and suffocation;1;1;0;
X92;Assault by drowning and submersion;1;1;0;
X93;Assault by handgun discharge;1;1;0;
X94;Assault by rifle, shotgun and larger firearm discharge;1;1;0;
X95;Assault by other and unspecified firearm discharge;1;1;0;
X96;Assault by explosive material;1;1;0;
X97;Assault by smoke, fire and flames;1;1;0;
X98;Assault by steam, hot vapours and hot objects;1;1;0;
X99;Assault by sharp object;1;1;0;
Y00;Assault by blunt object;1;1;0;
Y01;Assault by pushing from high place;1;1;0;
Y02;Assault by pushing or placing victim before moving object;1;1;0;
Y03;Assault by crashing of motor vehicle;1;1;0;
Y04;Assault by bodily force;1;1;0;
Y05;Sexual assault by bodily force;1;1;0;
Y06;Neglect and abandonment;0;0;0;
Y060;By spouse or partner;1;1;0;
Y061;By parent;1;1;0;
Y062;By acquaintance or friend;1;1;0;
Y068;By other specified persons;1;1;0;
Y069;By unspecified person;1;1;0;
Y07;Other maltreatment;0;0;0;
Y070;By spouse or partner;1;1;0;
Y071;By parent;1;1;0;
Y072;By acquaintance or friend;1;1;0;
Y073;By official authorities;1;1;0;
Y078;By other specified persons;1;1;0;
Y079;By unspecified person;1;1;0;
Y08;Assault by other specified means;1;1;0;
Y09;Assault by unspecified means;1;1;0;
Y10;Poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, undetermined intent;1;1;0;
Y11;Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent;1;1;0;
Y12;Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent;1;1;0;
Y13;Poisoning by and exposure to other drugs acting on the autonomic nervous system, undetermined intent;1;1;0;
Y14;Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent;1;1;0;
Y15;Poisoning by and exposure to alcohol, undetermined intent;1;1;0;
Y16;Poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours, undetermined intent;1;1;0;
Y17;Poisoning by and exposure to carbon monoxide and other gases and vapours, undetermined intent;0;0;0;
Y170;Poisoning by and exposure to carbon monoxide from combustion engine exhaust ;1;1;0;
Y171;Poisoning by and exposure to carbon monoxide from utility gas;1;1;0;
Y172;Poisoning by and exposure to carbon monoxide from other domestic fuels;1;1;0;
Y173;Poisoning by and exposure to carbon monoxide from other sources;1;1;0;
Y174;Poisoning by and exposure to carbon monoxide from unspecified sources;1;1;0;
Y178;Poisoning by and exposure to other specified gases and vapours;1;1;0;
Y179;Poisoning by and exposure to unspecified gases and vapours;1;1;0;
Y18;Poisoning by and exposure to pesticides, undetermined intent;1;1;0;
Y19;Poisoning by and exposure to other and unspecified chemicals and noxious substances, undetermined intent;1;1;0;
Y20;Hanging, strangulation and suffocation, undetermined intent;1;1;0;
Y21;Drowning and submersion, undetermined intent;1;1;0;
Y22;Handgun discharge, undetermined intent;1;1;0;
Y23;Rifle, shotgun and larger firearm discharge, undetermined intent;1;1;0;
Y24;Other and unspecified firearm discharge, undetermined intent;1;1;0;
Y25;Contact with explosive material, undetermined intent;1;1;0;
Y26;Exposure to smoke, fire and flames, undetermined intent;1;1;0;
Y27;Contact with steam, hot vapours and hot objects, undetermined intent;1;1;0;
Y28;Contact with sharp object, undetermined intent;1;1;0;
Y29;Contact with blunt object, undetermined intent;1;1;0;
Y30;Falling, jumping or pushed from a high place, undetermined intent;1;1;0;
Y31;Falling, lying or running before or into moving object, undetermined intent;1;1;0;
Y32;Crashing of motor vehicle, undetermined intent;1;1;0;
Y33;Other specified events, undetermined intent;1;1;0;
Y34;Unspecified event, undetermined intent;1;1;0;
Y35;Legal intervention;0;0;0;
Y350;Legal intervention involving firearm discharge;1;1;0;
Y351;Legal intervention involving explosives;1;1;0;
Y352;Legal intervention involving gas;1;1;0;
Y353;Legal intervention involving blunt objects;1;1;0;
Y354;Legal intervention involving sharp objects;1;1;0;
Y355;Legal execution;1;1;0;
Y356;Legal intervention involving other specified means;1;1;0;
Y357;Legal intervention, means unspecified;1;1;0;
Y36;Operations of war;0;0;0;
Y360;War operations involving explosion of marine weapons;1;1;0;
Y361;War operations involving destruction of aircraft;1;1;0;
Y362;War operations involving other explosions and fragments;1;1;0;
Y363;War operations involving fires, conflagrations and hot substances;1;1;0;
Y364;War operations involving firearm discharge and other forms of conventional warfare;1;1;0;
Y365;War operations involving nuclear weapons;1;1;0;
Y366;War operations involving biological weapons;1;1;0;
Y367;War operations involving chemical weapons and other forms of unconventional warfare;1;1;0;
Y368;War operations occurring after cessation of hostilities;1;1;0;
Y369;War operations, unspecified;1;1;0;
Y40;Systemic antibiotics;0;0;0;
Y400;Penicillins;1;1;0;
Y401;Cefalosporins and other beta-lactam antibiotics;1;1;0;
Y402;Chloramphenicol group;1;1;0;
Y403;Macrolides;1;1;0;
Y404;Tetracyclines;1;1;0;
Y405;Aminoglycosides;1;1;0;
Y406;Rifamycins;1;1;0;
Y407;Antifungal antibiotics, systemically used;1;1;0;
Y408;Other systemic antibiotics;1;1;0;
Y409;Systemic antibiotic, unspecified;1;1;0;
Y41;Other systemic anti-infectives and antiparasitics;0;0;0;
Y410;Sulfonamides;1;1;0;
Y411;Antimycobacterial drugs;1;1;0;
Y412;Antimalarials and drugs acting on other blood protozoa;1;1;0;
Y413;Other antiprotozoal drugs;1;1;0;
Y414;Anthelminthics;1;1;0;
Y415;Antiviral drugs;1;1;0;
Y418;Other specified systemic anti-infectives and antiparasitics;1;1;0;
Y419;Systemic anti-infective and antiparasitic, unspecified;1;1;0;
Y42;Hormones and their synthetic substitutes and antagonists, not elsewhere classified;0;0;0;
Y420;Glucocorticoids and synthetic analogues;1;1;0;
Y421;Thyroid hormones and substitutes;1;1;0;
Y422;Antithyroid drugs;1;1;0;
Y423;Insulin and oral hypoglycaemic [antidiabetic] drugs;1;1;0;
Y424;Oral contraceptives;1;1;0;
Y425;Other estrogens and progestogens;1;1;0;
Y426;Antigonadotrophins, antiestrogens, antiandrogens, not elsewhere classified;1;1;0;
Y427;Androgens and anabolic congeners;1;1;0;
Y428;Other and unspecified hormones and their synthetic substitutes;1;1;0;
Y429;Other and unspecified hormone antagonists;1;1;0;
Y43;Primarily systemic agents;0;0;0;
Y430;Antiallergic and antiemetic drugs;1;1;0;
Y431;Antineoplastic antimetabolites;1;1;0;
Y432;Antineoplastic natural products;1;1;0;
Y433;Other antineoplastic drugs;1;1;0;
Y434;Immunosuppressive agents;1;1;0;
Y435;Acidifying and alkalizing agents;1;1;0;
Y436;Enzymes, not elsewhere classified;1;1;0;
Y438;Other primarily systemic agents, not elsewhere classified;1;1;0;
Y439;Primarily systemic agent, unspecified;1;1;0;
Y44;Agents primarily affecting blood constituents;0;0;0;
Y440;Iron preparations and other anti-hypochromic-anaemia preparations;1;1;0;
Y441;Vitamin B12, folic acid and other anti-megaloblastic-anaemia preparations;1;1;0;
Y442;Anticoagulants;1;1;0;
Y443;Anticoagulant antagonists, vitamin K and other coagulants;1;1;0;
Y444;Antithrombotic drugs [platelet-aggregation inhibitors];1;1;0;
Y445;Thrombolytic drugs;1;1;0;
Y446;Natural blood and blood products;1;1;0;
Y447;Plasma substitutes;1;1;0;
Y449;Other and unspecified agents affecting blood constituents;1;1;0;
Y45;Analgesics, antipyretics and anti-inflammatory drugs;0;0;0;
Y450;Opioids and related analgesics;1;1;0;
Y451;Salicylates;1;1;0;
Y452;Propionic acid derivatives;1;1;0;
Y453;Other nonsteroidal anti-inflammatory drugs [NSAID];1;1;0;
Y454;Antirheumatics;1;1;0;
Y455;4-Aminophenol derivatives;1;1;0;
Y458;Other analgesics and antipyretics;1;1;0;
Y459;Analgesic, antipyretic and anti-inflammatory drug, unspecified;1;1;0;
Y46;Antiepileptics and antiparkinsonism drugs;0;0;0;
Y460;Succinimides;1;1;0;
Y461;Oxazolidinediones;1;1;0;
Y462;Hydantoin derivatives;1;1;0;
Y463;Deoxybarbiturates;1;1;0;
Y464;Iminostilbenes;1;1;0;
Y465;Valproic acid;1;1;0;
Y466;Other and unspecified antiepileptics;1;1;0;
Y467;Antiparkinsonism drugs;1;1;0;
Y468;Antispasticity drugs;1;1;0;
Y47;Sedatives, hypnotics and antianxiety drugs;0;0;0;
Y470;Barbiturates, not elsewhere classified;1;1;0;
Y471;Benzodiazepines;1;1;0;
Y472;Cloral derivatives;1;1;0;
Y473;Paraldehyde;1;1;0;
Y474;Bromine compounds;1;1;0;
Y475;Mixed sedatives and hypnotics, not elsewhere classified;1;1;0;
Y478;Other sedatives, hypnotics and antianxiety drugs;1;1;0;
Y479;Sedative, hypnotic and antianxiety drug, unspecified;1;1;0;
Y48;Anaesthetics and therapeutic gases;0;0;0;
Y480;Inhaled anaesthetics;1;1;0;
Y481;Parenteral anaesthetics;1;1;0;
Y482;Other and unspecified general anaesthetics;1;1;0;
Y483;Local anaesthetics;1;1;0;
Y484;Anaesthetic, unspecified;1;1;0;
Y485;Therapeutic gases;1;1;0;
Y49;Psychotropic drugs, not elsewhere classified;0;0;0;
Y490;Tricyclic and tetracyclic antidepressants;1;1;0;
Y491;Monoamine-oxidase-inhibitor antidepressants;1;1;0;
Y492;Other and unspecified antidepressants;1;1;0;
Y493;Phenothiazine antipsychotics and neuroleptics;1;1;0;
Y494;Butyrophenone and thioxanthene neuroleptics;1;1;0;
Y495;Other antipsychotics and neuroleptics;1;1;0;
Y496;Psychodysleptics [hallucinogens];1;1;0;
Y497;Psychostimulants with abuse potential;1;1;0;
Y498;Other psychotropic drugs, not elsewhere classified;1;1;0;
Y499;Psychotropic drug, unspecified;1;1;0;
Y50;Central nervous system stimulants, not elsewhere classified;0;0;0;
Y500;Analeptics;1;1;0;
Y501;Opioid receptor antagonists;1;1;0;
Y502;Methylxanthines, not elsewhere classified;1;1;0;
Y508;Other central nervous system stimulants;1;1;0;
Y509;Central nervous system stimulant, unspecified;1;1;0;
Y51;Drugs primarily affecting the autonomic nervous system;0;0;0;
Y510;Anticholinesterase agents;1;1;0;
Y511;Other parasympathomimetics [cholinergics];1;1;0;
Y512;Ganglionic blocking drugs, not elsewhere classified;1;1;0;
Y513;Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified;1;1;0;
Y514;Predominantly alpha-adrenoreceptor agonists, not elsewhere classified;1;1;0;
Y515;Predominantly beta-adrenoreceptor agonists, not elsewhere classified;1;1;0;
Y516;Alpha-adrenoreceptor antagonists, not elsewhere classified;1;1;0;
Y517;Beta-adrenoreceptor antagonists, not elsewhere classified;1;1;0;
Y518;Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified;1;1;0;
Y519;Other and unspecified drugs primarily affecting the autonomic nervous system;1;1;0;
Y52;Agents primarily affecting the cardiovascular system;0;0;0;
Y520;Cardiac-stimulant glycosides and drugs of similar action;1;1;0;
Y521;Calcium-channel blockers;1;1;0;
Y522;Other antidysrhythmic drugs, not elsewhere classified;1;1;0;
Y523;Coronary vasodilators, not elsewhere classified;1;1;0;
Y524;Angiotensin-converting-enzyme inhibitors;1;1;0;
Y525;Other antihypertensive drugs, not elsewhere classified;1;1;0;
Y526;Antihyperlipidaemic and antiarteriosclerotic drugs;1;1;0;
Y527;Peripheral vasodilators;1;1;0;
Y528;Antivaricose drugs, including sclerosing agents;1;1;0;
Y529;Other and unspecified agents primarily affecting the cardiovascular system;1;1;0;
Y53;Agents primarily affecting the gastrointestinal system;0;0;0;
Y530;Histamine H2-receptor antagonists;1;1;0;
Y531;Other antacids and anti-gastric-secretion drugs;1;1;0;
Y532;Stimulant laxatives;1;1;0;
Y533;Saline and osmotic laxatives;1;1;0;
Y534;Other laxatives;1;1;0;
Y535;Digestants;1;1;0;
Y536;Antidiarrhoeal drugs;1;1;0;
Y537;Emetics;1;1;0;
Y538;Other agents primarily affecting the gastrointestinal system;1;1;0;
Y539;Agent primarily affecting the gastrointestinal system, unspecified;1;1;0;
Y54;Agents primarily affecting water-balance and mineral and uric acid metabolism;0;0;0;
Y540;Mineralocorticoids;1;1;0;
Y541;Mineralocorticoid antagonists [aldosterone antagonists];1;1;0;
Y542;Carbonic-anhydrase inhibitors;1;1;0;
Y543;Benzothiadiazine derivatives;1;1;0;
Y544;Loop [high-ceiling] diuretics;1;1;0;
Y545;Other diuretics;1;1;0;
Y546;Electrolytic, caloric and water-balance agents;1;1;0;
Y547;Agents affecting calcification;1;1;0;
Y548;Agents affecting uric acid metabolism;1;1;0;
Y549;Mineral salts, not elsewhere classified;1;1;0;
Y55;Agents primarily acting on smooth and skeletal muscles and the respiratory system;0;0;0;
Y550;Oxytocic drugs;1;1;0;
Y551;Skeletal muscle relaxants [neuromuscular blocking agents];1;1;0;
Y552;Other and unspecified agents primarily acting on muscles;1;1;0;
Y553;Antitussives;1;1;0;
Y554;Expectorants;1;1;0;
Y555;Anti-common-cold drugs;1;1;0;
Y556;Antiasthmatics, not elsewhere classified;1;1;0;
Y557;Other and unspecified agents primarily acting on the respiratory system;1;1;0;
Y56;Topical agents primarily affecting skin and mucous membrane and ophthalmological, otorhinolaryngological and dental drugs;0;0;0;
Y560;Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified;1;1;0;
Y561;Antipruritics;1;1;0;
Y562;Local astringents and local detergents;1;1;0;
Y563;Emollients, demulcents and protectants;1;1;0;
Y564;Keratolytics, keratoplastics and other hair treatment drugs and preparations;1;1;0;
Y565;Ophthalmological drugs and preparations;1;1;0;
Y566;Otorhinolaryngological drugs and preparations;1;1;0;
Y567;Dental drugs, topically applied;1;1;0;
Y568;Other topical agents;1;1;0;
Y569;Topical agent, unspecified;1;1;0;
Y57;Other and unspecified drugs and medicaments;0;0;0;
Y570;Appetite depressants [anorectics];1;1;0;
Y571;Lipotropic drugs;1;1;0;
Y572;Antidotes and chelating agents, not elsewhere classified;1;1;0;
Y573;Alcohol deterrents;1;1;0;
Y574;Pharmaceutical excipients;1;1;0;
Y575;X-ray contrast media;1;1;0;
Y576;Other diagnostic agents;1;1;0;
Y577;Vitamins, not elsewhere classified;1;1;0;
Y578;Other drugs and medicaments;1;1;0;
Y579;Drug or medicament, unspecified;1;1;0;
Y58;Bacterial vaccines;0;0;0;
Y580;BCG vaccine;1;1;0;
Y581;Typhoid and paratyphoid vaccine;1;1;0;
Y582;Cholera vaccine;1;1;0;
Y583;Plague vaccine;1;1;0;
Y584;Tetanus vaccine;1;1;0;
Y585;Diphtheria vaccine;1;1;0;
Y586;Pertussis vaccine, including combinations with a pertussis component;1;1;0;
Y588;Mixed bacterial vaccines, except combinations with a pertussis component;1;1;0;
Y589;Other and unspecified bacterial vaccines;1;1;0;
Y59;Other and unspecified vaccines and biological substances;0;0;0;
Y590;Viral vaccines;1;1;0;
Y591;Rickettsial vaccines;1;1;0;
Y592;Protozoal vaccines;1;1;0;
Y593;Immunoglobulin;1;1;0;
Y598;Other specified vaccines and biological substances;1;1;0;
Y599;Vaccine or biological substance, unspecified;1;1;0;
Y60;Unintentional cut, puncture, perforation or haemorrhage during surgical and medical care;0;0;0;
Y600;During surgical operation;1;1;0;
Y601;During infusion or transfusion;1;1;0;
Y602;During kidney dialysis or other perfusion;1;1;0;
Y603;During injection or immunization;1;1;0;
Y604;During endoscopic examination;1;1;0;
Y605;During heart catheterization;1;1;0;
Y606;During aspiration, puncture and other catheterization;1;1;0;
Y607;During administration of enema;1;1;0;
Y608;During other surgical and medical care;1;1;0;
Y609;During unspecified surgical and medical care;1;1;0;
Y61;Foreign object accidentally left in body during surgical and medical care;0;0;0;
Y610;During surgical operation;1;1;0;
Y611;During infusion or transfusion;1;1;0;
Y612;During kidney dialysis or other perfusion;1;1;0;
Y613;During injection or immunization;1;1;0;
Y614;During endoscopic examination;1;1;0;
Y615;During heart catheterization;1;1;0;
Y616;During aspiration, puncture and other catheterization;1;1;0;
Y617;During removal of catheter or packing;1;1;0;
Y618;During other surgical and medical care;1;1;0;
Y619;During unspecified surgical and medical care;1;1;0;
Y62;Failure of sterile precautions during surgical and medical care;0;0;0;
Y620;During surgical operation;1;1;0;
Y621;During infusion or transfusion;1;1;0;
Y622;During kidney dialysis or other perfusion;1;1;0;
Y623;During injection or immunization;1;1;0;
Y624;During endoscopic examination;1;1;0;
Y625;During heart catheterization;1;1;0;
Y626;During aspiration, puncture and other catheterization;1;1;0;
Y628;During other surgical and medical care;1;1;0;
Y629;During unspecified surgical and medical care;1;1;0;
Y63;Failure in dosage during surgical and medical care;0;0;0;
Y630;Excessive amount of blood or other fluid given during transfusion or infusion;1;1;0;
Y631;Incorrect dilution of fluid used during infusion;1;1;0;
Y632;Overdose of radiation given during therapy;1;1;0;
Y633;Inadvertent exposure of patient to radiation during medical care;1;1;0;
Y634;Failure in dosage in electroshock or insulin-shock therapy;1;1;0;
Y635;Inappropriate temperature in local application and packing;1;1;0;
Y636;Nonadministration of necessary drug, medicament or biological substance;1;1;0;
Y638;Failure in dosage during other surgical and medical care;1;1;0;
Y639;Failure in dosage during unspecified surgical and medical care;1;1;0;
Y64;Contaminated medical or biological substances;0;0;0;
Y640;Contaminated medical or biological substance, transfused or infused;1;1;0;
Y641;Contaminated medical or biological substance, injected or used for immunization;1;1;0;
Y648;Contaminated medical or biological substance administered by other means;1;1;0;
Y649;Contaminated medical or biological substance administered by unspecified means;1;1;0;
Y65;Other misadventures during surgical and medical care;0;0;0;
Y650;Mismatched blood used in transfusion;1;1;0;
Y651;Wrong fluid used in infusion;1;1;0;
Y652;Failure in suture or ligature during surgical operation;1;1;0;
Y653;Endotracheal tube wrongly placed during anaesthetic procedure;1;1;0;
Y654;Failure to introduce or to remove other tube or instrument;1;1;0;
Y655;Performance of inappropriate operation;1;1;0;
Y658;Other specified misadventures during surgical and medical care;1;1;0;
Y66;Nonadministration of surgical and medical care;1;1;0;
Y69;Unspecified misadventure during surgical and medical care;1;1;0;
Y70;Anaesthesiology devices associated with adverse incidents;0;0;0;
Y700;Anaesthesiology devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y701;Anaesthesiology devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y702;Anaesthesiology devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y703;Anaesthesiology devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y708;Anaesthesiology devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y71;Cardiovascular devices associated with adverse incidents;0;0;0;
Y710;Cardiovascular devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y711;Cardiovascular devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y712;Cardiovascular devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y713;Cardiovascular devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y718;Cardiovascular devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y72;Otorhinolaryngological devices associated with adverse incidents;0;0;0;
Y720;Otorhinolaryngological devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y721;Otorhinolaryngological devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y722;Otorhinolaryngological devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y723;Otorhinolaryngological devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y728;Otorhinolaryngological devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y73;Gastroenterology and urology devices associated with adverse incidents;0;0;0;
Y730;Gastroenterology and urology devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y731;Gastroenterology and urology devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y732;Gastroenterology and urology devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y733;Gastroenterology and urology devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y738;Gastroenterology and urology devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y74;General hospital and personal-use devices associated with adverse incidents;0;0;0;
Y740;General hospital and personal-use devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y741;General hospital and personal-use devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
Y742;General hospital and personal-use devices associated with adverse incidents: Prosthetic and other implants, materials and accessory devices;1;1;0;
Y743;General hospital and personal-use devices associated with adverse incidents: Surgical instruments, materials and devices (including sutures);1;1;0;
Y748;General hospital and personal-use devices associated with adverse incidents: Miscellaneous devices, not elsewhere classified;1;1;0;
Y75;Neurological devices associated with adverse incidents;0;0;0;
Y750;Neurological devices associated with adverse incidents: Diagnostic and monitoring devices;1;1;0;
Y751;Neurological devices associated with adverse incidents: Therapeutic (nonsurgical) and rehabilitative devices;1;1;0;
